,m318,m260,m1198,m527,m858,m2762,m50,m593,m2028,m2858,m1196,m2571,m1197,m1193,m912,m608,m1617,m110,m1221,m750,m296,m541,m1136,m908,m1213,m1240,m1,m904,m919,m2396,m457,m589,m1214,m1210,m2997,m3114,m1270,m1259,m1225,m1304,m1704,m1252,m1291,m3578,m1200,m356,m923,m913,m1148,m1036,m2804,m1247,m1234,m2324,m1610,m1207,m1387,m1097,m1265,m2918,m1250,m1278,m1219,m1307,m2716,m1208,m1358,m111,m924,m1233,m1242,m969,m1230,m1961,m1222,m3147,m2692,m150,m1204,m2791,m3471,m3897,m1089,m1276,m903,m2959,m1288,m480,m1394,m745,m2000,m1580,m1090,m1294,m2355,m2599,m47,m32,m910,m2019
m3435,0.7120053586358701,0.7712555784567574,0.7875881487643677,0.759069097794445,0.821181319083688,0.6439635136303292,0.7990779647933745,0.7035927366812973,0.6726248383688864,0.7067816717207255,0.7454330093453169,0.619896673088481,0.7043637559483187,0.7601643734156205,0.8349848110946418,0.7689839904541935,0.7869055040456687,0.6141831907735665,0.7986590886414351,0.8319237835699143,0.7399168738375491,0.7047999234622964,0.7398060250430999,0.8375612908340693,0.7692945512860676,0.6847154147501152,0.7431759568151886,0.8486588151838398,0.756245853268928,0.6547478579999386,0.7071497265815698,0.6273616407429776,0.7122454364685455,0.5695490468792282,0.7296148948850317,0.7762464333286985,0.6220691449699498,0.6336381360783285,0.7763397099712673,0.7448449613906176,0.572171537945281,0.7802833902481927,0.6448109126676098,0.5526504108365846,0.7082111931263129,0.5250486805626554,0.8729452344542263,0.8133216041000078,0.8095655769804553,0.6582983868095355,0.7327554007457573,0.7377827765113865,0.7634314317515346,0.6871512063854925,0.6237366868181612,0.800989180362099,0.7212555119247549,0.6016094575763732,0.6699135096854653,0.6068592657297789,0.8114653420501841,0.7534564718973523,0.8116234146360879,0.5737004304222156,0.6310189921703693,0.7535047098456362,0.7572688875029637,0.7448900677180554,0.6935642985516397,0.8243423429654411,0.7346117153108375,0.7700929090845656,0.7812826164246716,0.5961455078433395,0.7254904789298616,0.6559144962005262,0.7195352875544891,0.690364915928277,0.7982160917204004,0.7119380851153962,0.6737198361708088,0.7013243043372235,0.6824254386293366,0.7864819229774838,0.8097344285356203,0.651522504342869,0.7599000941128983,0.5686881807767985,0.6592195369859466,0.8085583420588129,0.5119317864346293,0.4980542857723498,0.7122461304253176,0.7228400150509887,0.6434061572507725,0.6886159790853994,0.6278315374854977,0.642894486288947,0.8028189040928528,0.8347712871332635
m2406,0.5581024533918365,0.5783088659074795,0.6299011467772637,0.5578903770664476,0.5297464131068916,0.5982675291977121,0.5458945879629564,0.5576687234368611,0.5691848185721489,0.513962867617687,0.5902173830502073,0.5660976474446041,0.5935320327500336,0.504117797058161,0.5237432633555963,0.4928777354395459,0.5511725879929463,0.5764137451124905,0.5239044150294011,0.4941083657997853,0.5077800174456873,0.5101492813877777,0.5334014167724794,0.5738430247135299,0.5247633336323682,0.5973685740305914,0.5939096281066271,0.5201760140567682,0.5603410410702352,0.5688918145378525,0.6223793438826422,0.6092826248978994,0.568539882816207,0.5881006301205959,0.5128528161082698,0.597416995617893,0.6565846681184059,0.5873653793144107,0.5188112115841063,0.5736316970476241,0.5771353888071451,0.4668509948846047,0.6399525650062576,0.5722418841971841,0.5962752499685586,0.6018603673792952,0.4994779361472162,0.5629622153643132,0.5154036591943265,0.6227102217411729,0.6218125409601072,0.510975335553504,0.6010694224895481,0.4992929870492423,0.5997268611326245,0.5463343788988516,0.5671740099819279,0.6113632563035662,0.5399066575732635,0.5573327665280249,0.5530196735672765,0.5527515834828697,0.5168931343752916,0.5816711370303862,0.6135487324301568,0.4833620684157316,0.539983242121449,0.4654916954201311,0.5001058092467413,0.5325910912189071,0.5822300261075336,0.5558292104786415,0.459096303268067,0.5744112971546832,0.5138979940358599,0.5737581408939834,0.5456775765371821,0.5637942844853384,0.5368878907514777,0.5634342847850677,0.5931457947892812,0.5503224110940793,0.5331727414135704,0.4779757429800932,0.547432244467834,0.5456818828562787,0.4828658801346389,0.6280792842297502,0.4971717272102652,0.5080277164572462,0.6319152371806191,0.5705623712987422,0.5570144089560282,0.5627748614437914,0.5741068036227321,0.502174886752486,0.5666301608495371,0.5089546882655932,0.5722105174088723,0.4742475731368851
m3361,0.6390230451026824,0.6123734979760315,0.6078068862473944,0.615512043533944,0.6256271968884424,0.6181907782490289,0.6155209600454493,0.606826037931247,0.6142254814576087,0.612644787480877,0.5934163877277112,0.5954963346491242,0.5952220147527512,0.6255455601575535,0.6287499820222578,0.5954786416026163,0.6141259332239823,0.6020919413764994,0.6145772446739575,0.6218381809971142,0.5859337104981829,0.5886425635935789,0.5586866746578084,0.6447471945360167,0.6224774256335881,0.6143076364830463,0.627896556390668,0.6031116216723287,0.6011701386631471,0.6286693207179719,0.5759930087979173,0.6082411724031849,0.5872355635180079,0.5672349950773565,0.5805071149037533,0.603315724720269,0.600403497147573,0.628351441311639,0.595785563240136,0.6484344294097537,0.6471046687686286,0.6181171361501189,0.5904274110853394,0.5595158593103529,0.5962369880537095,0.6046664699255727,0.6382687345063814,0.6600162882283215,0.5885497387480983,0.6221058071188031,0.6449870445612379,0.6147164290156242,0.6302753519338036,0.6395698863944788,0.6043616531382705,0.6335413768333432,0.6181046740123349,0.5919532761101008,0.5781129465924045,0.6201970287374853,0.656628584423501,0.598725127369808,0.6085553612599757,0.6503029304753651,0.5682233793333659,0.6114119135880699,0.6216949917634391,0.5492806807712887,0.5225493974803219,0.5673177023956355,0.6195688568103931,0.5882647588326785,0.5982894607332526,0.5897653974511265,0.5912374526970691,0.6220803755370985,0.5714765013584937,0.6131790015632768,0.6023784695908062,0.5878825313900654,0.5857219272687619,0.6231104986456472,0.5733051667721144,0.6514886121655767,0.5885644108636382,0.5830529256557011,0.5939716535883732,0.511519981511266,0.6229827928017885,0.5850778356783081,0.6170166892666389,0.5406704565135891,0.6033890433131724,0.6594588014878351,0.5904904217523052,0.5956530228174195,0.57069620827118,0.5176728972020116,0.6320778314833462,0.6211707372633862
m2395,0.580800494779443,0.6330481751879351,0.5923951309875024,0.5899326362175407,0.6715493753101573,0.5404143275335066,0.638367669927087,0.6015399859027105,0.5564372799016256,0.6536618441466726,0.6517694116098862,0.5867123211806686,0.6148043713658187,0.6863375349970914,0.6203814509481743,0.6753498922826068,0.6377002556982695,0.5065257817342363,0.6651498256977285,0.7274432868637302,0.6668355365082386,0.6169238597241673,0.6542048891708719,0.6372556968157828,0.6603086115758868,0.5253210647213232,0.5519026994787974,0.6649002051643585,0.5445659214620415,0.5581144777659448,0.4957706884479971,0.5359453361780075,0.6016756624226808,0.5775750170997327,0.7056472106326142,0.5854657195653401,0.5174319283186326,0.6029965173296545,0.6324480393068571,0.6000364181409761,0.6008032612810418,0.6814361254746746,0.556714394087677,0.5355717228294532,0.6100258336610401,0.4717316120500168,0.6833968045359518,0.6468655516086526,0.6649397882891059,0.5325232398334226,0.5967029442543564,0.6796337324877636,0.6079858917608368,0.599349644093401,0.5178919961398247,0.5952475513002565,0.5790487129425947,0.5042710211328421,0.6028401317137775,0.641136613857114,0.6769581146114368,0.6141364192585708,0.6304463422444994,0.4953324252333345,0.576595268173321,0.6787947838153873,0.6702410310887696,0.70353734424377,0.6420073153838108,0.5924366569793266,0.5864933205051346,0.5287834193932384,0.7179040139875821,0.5438241049742736,0.6476924887781421,0.4550945540395338,0.664373718585583,0.4813940572157895,0.6623416936216149,0.609310273700421,0.5793336741596289,0.6244722511409734,0.6781187276047088,0.646405802043597,0.6338718505582668,0.6774055860319227,0.7101786046031088,0.4577901787624817,0.702018561777829,0.7011239040214807,0.4478551806325663,0.4843288699578585,0.62029420313917,0.611926614068159,0.5579523471767152,0.7177584078858184,0.605919183578042,0.6338531647207377,0.5964546330242015,0.6993221452531662
m1203,0.7881715257505777,0.7621821025375088,0.7651835282627975,0.8060802466190766,0.773372069039472,0.6939598799541818,0.7565193376155739,0.7393808808609719,0.7265036670211765,0.6702171060047948,0.7351822943290456,0.6860722671194889,0.7480329269201809,0.7705535255169078,0.7851233416753246,0.7037117755138574,0.7329443949755664,0.6653645071447891,0.7540146141895261,0.7850610089727941,0.7099283054626475,0.7001781606033264,0.6810746840633328,0.7718283905584647,0.69272145124984,0.6663205786723319,0.717234773479803,0.7895166953993786,0.7211956735169697,0.6766706083904294,0.6756657522080904,0.6176872639414661,0.6835736806228339,0.6466348018525223,0.642460702125077,0.7490779324197195,0.6587823065944194,0.7015959487212979,0.7006516080617308,0.7523966877591991,0.6555131502526166,0.7226790266209607,0.6683266442687857,0.6059804417096963,0.6497311374943227,0.6063743060476385,0.7719837422314741,0.7401929234601728,0.7698173796451204,0.7187985223567752,0.7059879589607451,0.7271404129657959,0.7766912512943722,0.7230166200047815,0.7092800406126634,0.7984068723987549,0.7159635015640141,0.6607732995533943,0.6947124961944091,0.6319173198034271,0.8314165482888645,0.7585657094577299,0.7626773597979083,0.6767048988512713,0.5996483246456961,0.7189492896716874,0.7687388151709773,0.655966659352183,0.6769746791783429,0.7807032949996722,0.7754966428182322,0.7405805144979581,0.6589513054917897,0.6905310820407681,0.7027728499018349,0.7050675097537344,0.705539073174682,0.7382084846770105,0.7584005911520645,0.6561544188280862,0.6541193306877302,0.6986487098106037,0.6473609551321605,0.7262458768515019,0.7125699940958332,0.6467555209679536,0.7439644305831942,0.5670772795380834,0.6727527989413129,0.8023811572206543,0.6001343553923554,0.5308651235209838,0.7126911623722637,0.7409954959946029,0.6646250977647024,0.6128047461301955,0.5795548992165738,0.6148457378073153,0.7239528704281415,0.8148113013558764
m17,0.6639649025140131,0.6448873467301881,0.6259570556330203,0.6848820697750001,0.6393457573091967,0.6500078304384731,0.6387691718436824,0.6028585543523219,0.6065518851158089,0.60195394747332,0.6336311675486966,0.6218473000099866,0.6334998650661905,0.6352823533288436,0.7001981686641662,0.6070487187258471,0.6681000372284338,0.6071842532315658,0.6031087810939133,0.6267662818571395,0.5739652276590812,0.6154766542913774,0.6281837629844649,0.6454102091353258,0.5817310897757447,0.5725463730139333,0.6745560269572579,0.6391647547009108,0.6419118592064026,0.7087933100359455,0.6393091761099945,0.6128374342740023,0.5902255562102605,0.5771033086071198,0.6098613017976644,0.718189022145921,0.5910249815626021,0.5951980677663988,0.6872692908312955,0.6029524381451546,0.6110828882261711,0.652384041451334,0.5830942612490224,0.6228626594178167,0.626819815025603,0.5589525878983392,0.6432981497644119,0.6507378542981559,0.7238078753930137,0.5665453101932848,0.6847282200764168,0.6634480246602042,0.6580787444565812,0.6469912317743263,0.5929253954718361,0.7138316054544678,0.5609102332031354,0.6142312873855128,0.5706745258252628,0.5632189078914411,0.6327223685203354,0.6099141567015612,0.5392418792611279,0.6537716858594201,0.5666285922877903,0.5766354768627789,0.5959197031316934,0.5887089341277134,0.5387395187318829,0.5626235490626665,0.7029542671589752,0.653592361004645,0.6193382230987323,0.6065778158686225,0.5536586540208228,0.5816336293606681,0.6693026996092661,0.6764420980214882,0.6428998162588151,0.5259333735937488,0.5907307607163119,0.6649785573430042,0.4835972388513858,0.6159311609530611,0.6290894836683696,0.5691947735508067,0.6339160960066283,0.5930007731444467,0.6109995408045482,0.7336577516337791,0.5458124487012358,0.5183666829969703,0.59059524063993,0.6099398104237568,0.6962205963242949,0.5609114407178397,0.5749474826001206,0.5557506080403963,0.7116929284178926,0.6693814746466895
m733,0.5741141390991414,0.5594129881188371,0.5832365991797169,0.5433576417308643,0.4897558067292622,0.6263327190541667,0.529820982111947,0.5418594094181239,0.5968901598118241,0.5079353318143691,0.5717237654396574,0.6188385582916025,0.555816182323213,0.4849849318497759,0.4355730619275814,0.4519498482678422,0.5125510432001956,0.6265392181100553,0.4825041386537465,0.4392715585646065,0.5005172590536822,0.4773975693318177,0.5031216286479079,0.4692458170560757,0.4920870754580287,0.5786141368783131,0.5682451793606683,0.4916333259869231,0.5011706497992041,0.5441307992695367,0.6429408988803433,0.6136288872229647,0.5600079346514388,0.600553516435706,0.4575969884616931,0.5977887755007627,0.5855961990581303,0.5445644994511678,0.4571680783168224,0.488762496399821,0.5953178088102714,0.3877314967799373,0.6577011410427953,0.660732415142561,0.5676390087544516,0.6188789199983079,0.4611555559533028,0.441003198073902,0.478299036970287,0.6489101871663838,0.5342415347656086,0.4764152704704699,0.491826273493878,0.549107366962777,0.6066449582361764,0.4281621149384147,0.5344058664383758,0.5297959273946716,0.5137351975196605,0.5777287371323251,0.4574378957172628,0.4955989779466055,0.522224007108376,0.5249921747745793,0.5752845401391425,0.4579998869807068,0.5155416298354475,0.4443225644349251,0.4512263732534051,0.4405055586912888,0.5608820214969601,0.4545602330933234,0.3606010184435265,0.5557178859491042,0.512847603803609,0.6536899887895651,0.4936159588902606,0.5931683915721762,0.4205970956996998,0.5006618579421541,0.5104616730665889,0.5694176981572561,0.4706252232593535,0.4495755205303474,0.4603849838245715,0.5447919108651746,0.4007010872473515,0.6228637398888168,0.4899316757665561,0.4943240777135568,0.6525553445960331,0.6192747506029397,0.5183370975738488,0.4634531991558929,0.5494705769548818,0.4255487099464095,0.5858585264679457,0.5129129991498758,0.4865769985341807,0.4259688074794872
m1246,0.7604822139901241,0.6872378280186615,0.6757650139236216,0.7133788864590598,0.6618816466089453,0.6926175215220499,0.7358300226914232,0.6999087710129559,0.6697994123677471,0.6821213844349501,0.6575307801661436,0.6565972620834952,0.6875355577516143,0.6645122186977505,0.6520043064690826,0.5804164227259996,0.6510986269045147,0.7017989671192018,0.6311883820001943,0.5970261245857282,0.6172270381498776,0.5762570325937645,0.6206842517648159,0.5853317734759862,0.6399302502824458,0.6053255159604077,0.6380087248867318,0.5883675417689844,0.654104986899883,0.6706686595915149,0.6337878457864476,0.5814873658311035,0.6048713862972596,0.6563671799081952,0.5784548349287036,0.6451790659634749,0.6494538867226632,0.7279973796389747,0.6630507410035265,0.6035230075717772,0.7258806386345776,0.547793830543731,0.6490880240586746,0.664747721249698,0.6028257145943179,0.6435023790601269,0.5805218092241251,0.608918659965765,0.6310774760717156,0.623216002931798,0.6797009552100828,0.6432606247880841,0.6635142542247335,0.729066828372809,0.6569230055759128,0.6576046293440314,0.5899694059348247,0.6643721806890674,0.5734264006200488,0.7073185694738663,0.6470178109023266,0.5704775744395271,0.5804593621551787,0.7033236560436402,0.5814352663991922,0.614842990980241,0.704238954560807,0.56210195089423,0.5721606485956053,0.5975950160242478,0.7210591003564891,0.5560391994062184,0.5289108154692529,0.7039532734102466,0.6315953059183025,0.6902515136780265,0.6686613300050819,0.6575296399338553,0.6344229031837243,0.5543218472959988,0.6088344567544224,0.6979024590313033,0.6337514679905796,0.5832186812045299,0.5761001737590082,0.6665584719436022,0.5294223215663437,0.5647064292286823,0.5748552586689419,0.6344140946265096,0.5912326399627426,0.5602098513078975,0.6476928172777648,0.5939772362194974,0.6205207007232122,0.5694245512459903,0.6686051754192057,0.5755097073054027,0.5539034876696376,0.5685886691652288
m1231,0.7315753866850458,0.7109099403658792,0.7406559530939311,0.7309000049534538,0.7248012553802896,0.701096865362201,0.7159717879928286,0.7000399789106105,0.7398823403859346,0.6365768972955771,0.6993605247455417,0.6998307118612962,0.6820706100192679,0.7024009633826096,0.6802052096642366,0.6757376123774038,0.6956618815382627,0.6425039990141241,0.7146328755318132,0.681876461841424,0.6667479691195793,0.6888837404512556,0.686386051850298,0.6881273906798235,0.7116892123625495,0.6815336178134311,0.6530906949627197,0.6835143127178273,0.6836602324336974,0.6612039609383563,0.6458005435745211,0.632100175229024,0.6572623891576894,0.642472590224019,0.5901541771857045,0.6991272941131459,0.666402182249018,0.6707110606772385,0.6848796896646598,0.7101493511168812,0.6799233836105392,0.6634499955691835,0.6537485108793282,0.5800949043686408,0.6631028332181985,0.6505329275541982,0.6844797627222445,0.6575518929328649,0.6701245633776229,0.6633872017321158,0.6772976419141591,0.66114403677698,0.6992500231793981,0.6816018318812778,0.6869219119606796,0.7457877581806672,0.7077289493255954,0.6687606496629843,0.6573114331874889,0.6429003669932746,0.7178013676154278,0.7008277130340101,0.6336447810899951,0.6419652572286314,0.6003114408907028,0.7082608019491955,0.6834025549405649,0.6659634307369825,0.619081900596942,0.6768532951404924,0.7340768361726695,0.6903253039757543,0.5687790916946875,0.6729829290033693,0.6627159659718345,0.6767838103142478,0.619044935662233,0.7577975139554425,0.726762001344912,0.6002639940517427,0.7403184597561134,0.7030907971018302,0.6174282590664546,0.6837891164495928,0.6385840151553072,0.5656656103638384,0.6511134307728883,0.5776079379348307,0.6487329384581089,0.7096906597945445,0.6243368748028162,0.5782894691031899,0.6954953524309383,0.669036178382739,0.5715063379403418,0.6193872586455984,0.6235518888508664,0.6175121074902319,0.6524019568710893,0.7223662078440369
m1682,0.6748810346604613,0.6507864498072511,0.6623359894565006,0.6692564649938526,0.6054796074714694,0.6722557914914689,0.64876225676336,0.6241304471367008,0.6225705054101801,0.6725874584132534,0.6495054733170988,0.6614846663417024,0.6582078729766043,0.6275225857279119,0.6047547393730441,0.6277984116534924,0.6179818577662615,0.6089210622852789,0.5628851194504991,0.6631358789566297,0.6486312431940566,0.5990805524335658,0.6220421321157559,0.6275564728445922,0.6074901420652716,0.5909272443114232,0.6846681725573599,0.6458277529369436,0.6412371469821702,0.6472645456636424,0.632680560685001,0.6049965766157959,0.5866603725450676,0.6406115870078941,0.6402565704182512,0.6790413077437771,0.6688602594701609,0.633946545698075,0.5974955539700445,0.5615066510475988,0.6464026606607912,0.6030456272810878,0.6597010191260018,0.5883896222569447,0.5839921019146332,0.6342830874204182,0.6323839127831693,0.6056257601281776,0.6704777696132586,0.6083570790138164,0.6257365692957303,0.6504527241019542,0.5499883898481746,0.6434010596978808,0.5820159411611323,0.6404274499405287,0.5991932703992784,0.6108736851060312,0.6288839093474432,0.6769508661120084,0.6130560505165423,0.6413772879273939,0.6190298254242802,0.5934747424521687,0.6366414744308515,0.6031446279410471,0.6250320696863018,0.575561847325643,0.5715208937669292,0.5172546794194818,0.6358955919745524,0.5836047517070929,0.5997728536341351,0.6696853466386034,0.6107949971794298,0.602530484924896,0.6666543142327087,0.6166207787304607,0.5908295802883117,0.6050538990434552,0.6008356091147002,0.6990903004588894,0.6211703128372145,0.5710382602278331,0.5867295733069844,0.6517408318000418,0.6058425223357661,0.5866036067105178,0.6361832261989799,0.6675554193261948,0.5320405406422879,0.6154197098322007,0.5738176652214496,0.5782497744298869,0.6360280484503377,0.6574937875079586,0.6307110383022332,0.6479457496943847,0.6038833533816907,0.5461592953217742
m474,0.6421726151359154,0.6305476070697192,0.6653617939920049,0.645389576435618,0.6402498741173759,0.6615298770131841,0.6221391339751406,0.6516168648708456,0.6675166838980718,0.6230007028258209,0.635559019070941,0.6034351059737886,0.5961524323391345,0.6000055591192308,0.5919956841169189,0.6040952847613504,0.6573837637190012,0.6573244116000652,0.6331093361348749,0.5823681244284276,0.6078305000137608,0.6056183355672523,0.6017939938552791,0.653167911408,0.6296847081316269,0.6577117094906783,0.6593174491863861,0.6016066786686053,0.6007262565536424,0.6019438791499073,0.7123321893279622,0.652744351689903,0.6241138502892574,0.6278086718113015,0.5675945533810702,0.6910115501917437,0.6422084450332752,0.6276450048938615,0.6053123896481539,0.6308842758703481,0.6508218797714567,0.6090516988865645,0.663316619388356,0.5976913022511418,0.6383234911912844,0.6319002154818435,0.6044069148996544,0.611076023653303,0.5354759097229133,0.6724608265000827,0.6008065996929117,0.5719821353934215,0.6723307946754925,0.5777780565920863,0.6745742292042551,0.6278608642694947,0.6205322331634803,0.6107652521578163,0.6251217069938235,0.6106225455589979,0.633782885299371,0.5897948040403497,0.6369912919447003,0.6338921691594089,0.6080861959774265,0.581148200379682,0.6509257019479193,0.604302081598612,0.5368621508704197,0.6391389861867035,0.6620675157507132,0.6195792712722289,0.579791839218965,0.6241444712869999,0.6264224248012833,0.6512897243403848,0.5944999885444182,0.6402499819175164,0.5750215965233151,0.6149144506236874,0.6133197819768305,0.6340601216641717,0.5948268180116117,0.6676128789921698,0.5918600724536196,0.6137893168938431,0.5860910653549635,0.6038814469389201,0.56892287138102,0.6116058984685652,0.6546156748273816,0.5611287858565109,0.6474024308585975,0.5863631873317032,0.6441257011411725,0.5649985833732644,0.6328720012649159,0.5890317522595312,0.5746565856987648,0.6785037954585801
m357,0.6103647941753049,0.5634396946357122,0.5587796590424964,0.6183772016866854,0.547808579049776,0.5829840672866532,0.6041357874289086,0.5896107042146529,0.5671501968454018,0.5920508787028537,0.539452631346478,0.5726762000548862,0.5769631704348896,0.5761464137933606,0.5981653211658491,0.5886469758538979,0.6263734690497079,0.5417493640409009,0.5530479501382085,0.5806611557889885,0.5811515766320987,0.5138248559022743,0.5515839386970562,0.5996498840121334,0.5558653223174674,0.5282223644081869,0.5755878226948687,0.5772148404972235,0.5613919107421702,0.6283649733949103,0.5755222819756937,0.545056022924056,0.5519554206278383,0.5169143960748368,0.5704237084221031,0.5910651140498858,0.588337901681673,0.5656435258537217,0.578106844267818,0.5811545312051098,0.5816941487730529,0.5521296826817627,0.5602198186914631,0.5609525811298232,0.5573484285810564,0.5630173320016529,0.5189709758286374,0.5778618524351985,0.5825554257423202,0.5530654652239363,0.5838013015106407,0.5555626942890101,0.5663904197931576,0.6120790329391752,0.5525766885135035,0.6066793035568586,0.5134601300633265,0.5705882090825446,0.5911687632686257,0.5732355793150464,0.5728725319115365,0.5761757059925042,0.5187985169342182,0.6597824949976536,0.5362296439354836,0.5409009548463827,0.6201557447295529,0.5108803402466832,0.4808008221200096,0.5571493265900872,0.5900814418969035,0.5635860488122172,0.553846185452323,0.5893697177662315,0.5382751158262546,0.5266514897518836,0.6113967854444476,0.5733265705405111,0.586722728397632,0.5376754854568865,0.5696681435179646,0.593219934468516,0.5448746177546784,0.5560461849323628,0.5282287326617572,0.5755468491821584,0.5387820350386664,0.5081716626242764,0.5513593432970278,0.5687820701103041,0.5382601948033053,0.5540426206909574,0.5963251192457124,0.5827399408179463,0.5418632405280726,0.5551536586493088,0.5568676760135275,0.5701201523823469,0.6094007863621599,0.5182809618712066
m1172,0.7566232497329083,0.715912487357429,0.7146213658020678,0.7698208499664149,0.7432374806180325,0.7400031176942803,0.7453490841659297,0.6614192485080931,0.6726347319796346,0.6905119595148753,0.6868129697566825,0.6807395938176134,0.7046245291295008,0.7615779078980875,0.7596779915981815,0.6924247364260845,0.7230621139063562,0.6031296640129935,0.6909300306797918,0.7240413082480279,0.6722793929510595,0.687002869071937,0.7215345169623513,0.713612358732025,0.6610927464351045,0.6016049455685664,0.6929581367718338,0.7137380595788639,0.6733488303413233,0.6972240449930951,0.6185021982802626,0.5307183550969978,0.6733640455447656,0.5869490218783736,0.6883043905409338,0.7197133804997755,0.6005288689566438,0.7053547355707925,0.7102821863972,0.7123412052832963,0.6465643938436996,0.709411750032726,0.5950091895049829,0.5516013507123659,0.6044967624245083,0.5891622306286045,0.7155317317039512,0.7109386270995722,0.7308992677508277,0.5699928604498741,0.6685260847615182,0.6613162059988553,0.711249084196023,0.7179921869412831,0.6235753126758093,0.79820293062779,0.6345079334207364,0.635222136353283,0.6214960681604128,0.5916263950298871,0.7156210645510217,0.650784594707082,0.6671139357462137,0.7124208707961943,0.5540451027642133,0.683414927350685,0.6978074242663919,0.7042807438660597,0.574169617537023,0.7269409950823122,0.694865732571195,0.7230430695638222,0.6995672705359516,0.7031503257965015,0.624384649761617,0.5209215352810881,0.6670966092714385,0.6882392350686313,0.685252034913179,0.5659139397177005,0.6435645350159621,0.6891853085330838,0.6431733779045254,0.7356845936212066,0.7223515011075248,0.5982473752186239,0.6907617474959316,0.4742851787148753,0.6304385061987263,0.7616626792194805,0.5150328927434191,0.4593591177288792,0.6475484052858145,0.7012714690348107,0.6240974310849032,0.6368305799024394,0.5962370798047544,0.6508593644967698,0.6994225045066678,0.8003666680745043
m595,0.6350790078515762,0.6160145249394028,0.650058135775449,0.6458258342609954,0.6044058064794011,0.639706210860419,0.574747959357105,0.6128870613264823,0.6193041653610643,0.57298039033221,0.6212907886617762,0.5963614705517725,0.6281066014873025,0.5901666309385645,0.6588543653774527,0.5389230358244722,0.5873898456142448,0.6292917124758632,0.5717155188158828,0.55370250361744,0.5848118933343568,0.5736654517756994,0.5342360571323769,0.6100649604233813,0.56253734143359,0.6191864827846613,0.715509684476558,0.6211779523548886,0.6890642786223854,0.6681325496873511,0.627180463719879,0.6163188798651238,0.5996889669426105,0.5827082960664091,0.5391174024513803,0.6962345636293436,0.6494275386625621,0.5747546766028171,0.6097373710408701,0.5818250367002052,0.6056767675110692,0.5264379933207425,0.5967588938108189,0.5688768072336902,0.6226262191165778,0.6024546679960288,0.6221360458925531,0.5931443451448304,0.6231237279240727,0.6347528491335782,0.6038063017957825,0.5458297189081951,0.6592886151563767,0.6572340968957563,0.5919319400937917,0.6490453990737204,0.6143386520909808,0.6746777106775338,0.573693617566099,0.589355098499718,0.629446345540379,0.6049027117897912,0.6097670701486089,0.6512523306007165,0.5962585417383333,0.5457093436179069,0.5991972067683435,0.488168789603486,0.5050610933508646,0.5675029508605657,0.6578429571949647,0.6363046040180192,0.5116209125136492,0.6225695101596525,0.5202550704751695,0.6094666347971106,0.5475199756850893,0.6339449869560906,0.5894309112853077,0.5885588600644743,0.5831149111407631,0.6529459028607756,0.5573452489009885,0.6190373288204862,0.5719523605834161,0.5164469888667846,0.5222581466702896,0.6336302421222727,0.4914160426752625,0.6312772449460744,0.6261945781305751,0.531604834502781,0.5734886645885738,0.5721012762764046,0.6960945382579615,0.5164756677843595,0.5889467500313716,0.5577077005104147,0.6313651823433617,0.6144241552638396
m3418,0.5465677666441703,0.5149622592431214,0.4915601842164108,0.5552167688640358,0.5377237782047424,0.5506535746473847,0.5382352349337735,0.5638870463877613,0.5198672450002995,0.5748431264771385,0.4991986892534079,0.5203132419479654,0.5204003058677288,0.574010186060976,0.5435860877746714,0.589051885645492,0.5456098172277651,0.5015580956100016,0.5135030705464502,0.5340399569960793,0.5494778386747996,0.5487996777584954,0.4898149185702966,0.5491231155738031,0.539549680623171,0.5283800448179146,0.5433536249276961,0.5368571546910756,0.5661524676502332,0.5872617515448222,0.5405581463285282,0.5358646836096629,0.5482024867473865,0.5136883208169077,0.5750163973133672,0.562675931082052,0.5375308624511894,0.5559213764774734,0.579866265971785,0.550192047608135,0.5938654393588151,0.5336290011051295,0.5022826481578702,0.5069585005835,0.5222721318936601,0.5273355457747181,0.5243015233798982,0.5435758852667221,0.5522945254157435,0.5259801688031837,0.5301910613814822,0.5715868499123189,0.5278027819864716,0.5671457729652637,0.4785699152499287,0.5584378332551139,0.5512895521881347,0.5674429300872105,0.5493403700535114,0.5394486812448127,0.5034907526253249,0.5343372485733496,0.5660052236571658,0.6046135677516018,0.497849717337048,0.487422464295097,0.5813640024743343,0.5565141695212685,0.4912147524326749,0.5321881262329623,0.5337834577914796,0.5621413936726347,0.5520944137849629,0.5663746182073138,0.5085432890887934,0.5572381820658947,0.649724262032396,0.5072909997964504,0.5383164995472972,0.5241524479082442,0.5638891665529535,0.5762098884620479,0.5671982350461681,0.5451644106752045,0.5381731849242105,0.571800307657623,0.5280517710178395,0.4988344183879191,0.5513858038091534,0.559465205558346,0.5077345307969374,0.5223721357273267,0.5570812213363322,0.5534961898812891,0.5583295315399628,0.5886044143333055,0.5642441288118406,0.5677978874773649,0.6040693613555107,0.5181644074583319
